taiwan_discussions_user_id,course_id,discussion_question_id,discussion_question_vote_value,discussion_question_vote_ts
2dc979f925fabd199b2d7ae697de0eeb4c6720c5,"POZJ3uOtEeSoXCIACw4Gzg","_QKA0GzdEeWWpw7gge8ZbQ",1,2015-10-21 10:39:59.607
2dc979f925fabd199b2d7ae697de0eeb4c6720c5,"POZJ3uOtEeSoXCIACw4Gzg","bRxm8lnHEeWkVgp3YUjFSw",1,2015-09-13 07:54:55.13
