course_id,course_item_id,taiwan_user_id,course_progress_state_type_id,course_progress_ts
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ebb3fa2f8445b64dfc50ac7d56d483d7623d679e,2,2015-10-20 16:55:40.384
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",91dd7407318406e9a71e2b4bac1a67839a9ba942,1,2015-10-21 02:06:34.998
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",44060c1f174b8e40cd7e54c7207c85d146522940,2,2016-01-05 02:46:58.933
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2,2015-10-08 09:44:31.23
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",389ef563c67909acdd6190e5fa2613da558453f2,2,2015-10-14 03:20:49.42
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2,2015-10-19 15:00:46.355
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",fb674ca122b0e9735c682df6095bf82d9f9de041,1,2015-10-20 18:15:12.239
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",6479fb5cc65feed041715afe467728b3209a489a,2,2015-10-10 04:01:36.446
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2,2015-10-06 13:47:34.96
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ea7909426d374b1ad881a470b2c319d120a44bdc,1,2015-10-18 02:40:36.694
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",1e8928de9ebce03c8e073b95f53e0e0a336b3901,1,2015-10-17 12:53:40.42
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2,2015-10-20 16:56:12.60
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2,2015-10-14 08:39:28.026
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",389ef563c67909acdd6190e5fa2613da558453f2,1,2015-10-14 03:10:58.005
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,1,2015-10-17 07:12:46.484
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ea7909426d374b1ad881a470b2c319d120a44bdc,2,2015-10-18 03:12:43.704
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b35fb6fab5e528b95049af8a9fa949491b835ba7,1,2015-10-18 10:04:06.622
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,1,2015-10-20 16:07:38.497
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",60790593444c65dbc94c20c7733c4894a399da4a,2,2015-10-21 02:09:40.975
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b35fb6fab5e528b95049af8a9fa949491b835ba7,1,2015-10-18 10:00:05.584
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ea7909426d374b1ad881a470b2c319d120a44bdc,1,2015-10-18 02:32:05.772
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",1944385aaaed7497783149b0f027ade317a4bdd6,2,2015-10-21 01:55:31.534
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,1,2015-10-18 13:31:44.969
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",7b551202bd26e40186d43bd33fbe9335bcb50991,2,2015-10-18 08:53:40.984
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,1,2015-10-18 11:18:55.727
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",9e470abba14c8a702f7d54edba390fa8f2cae4d1,1,2015-11-17 09:46:56.269
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,1,2015-10-20 16:33:17.143
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,1,2015-10-18 14:58:40.684
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,1,2015-10-05 16:31:49.351
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,1,2015-10-20 15:54:07.963
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2,2015-10-18 11:33:34.538
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-21 02:39:04.445
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",7b551202bd26e40186d43bd33fbe9335bcb50991,1,2015-10-18 08:15:33.574
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2,2015-10-21 02:23:26.896
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2,2015-10-18 11:42:21.236
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,1,2015-10-04 13:43:00.574
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,1,2015-10-19 13:05:53.824
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b65548806d4ff91b59d96b8672cef03b51ba7175,1,2015-10-20 14:32:05.573
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 17:02:13.341
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 17:02:04.477
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,1,2015-10-06 13:35:42.555
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,2,2015-10-05 16:58:59.986
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-18 13:42:52.976
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ebb3fa2f8445b64dfc50ac7d56d483d7623d679e,1,2015-10-20 16:47:55.29
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 16:54:15.931
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b7462916e0d6ec87e63c430c638b47a64b534bb2,1,2015-10-07 03:38:27.056
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 17:07:35.694
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b7462916e0d6ec87e63c430c638b47a64b534bb2,1,2015-10-07 04:00:35.356
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",60790593444c65dbc94c20c7733c4894a399da4a,2,2015-10-12 16:47:34.951
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",1944385aaaed7497783149b0f027ade317a4bdd6,1,2015-10-07 14:16:50.622
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",91dd7407318406e9a71e2b4bac1a67839a9ba942,1,2015-10-21 01:46:40.767
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-14 02:15:26.426
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b7462916e0d6ec87e63c430c638b47a64b534bb2,2,2015-10-07 04:02:27.853
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",1944385aaaed7497783149b0f027ade317a4bdd6,1,2015-10-04 13:53:42.897
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2,2015-10-14 03:44:17.051
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",6479fb5cc65feed041715afe467728b3209a489a,1,2015-10-07 10:06:51.468
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",1944385aaaed7497783149b0f027ade317a4bdd6,2,2015-10-07 14:28:14.016
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b7462916e0d6ec87e63c430c638b47a64b534bb2,2,2015-10-21 01:36:52.81
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,1,2015-10-08 09:19:11.016
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",6479fb5cc65feed041715afe467728b3209a489a,2,2015-10-07 10:23:06.439
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",60790593444c65dbc94c20c7733c4894a399da4a,1,2015-10-11 08:11:20.99
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",3147eb062def8be0a40e3934c47e22713126eed3,1,2015-10-11 05:17:09.825
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2,2015-10-17 13:07:48.207
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b35fb6fab5e528b95049af8a9fa949491b835ba7,1,2015-10-21 01:35:00.722
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",60790593444c65dbc94c20c7733c4894a399da4a,2,2015-10-11 08:31:48.074
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,1,2015-10-12 01:30:01.937
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",07b763e3c87a0431ae9526b4a0e209b41ced4525,1,2015-10-14 03:41:10.925
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",e798b3c0b9519bb08d72c01462c4f9370eb44693,1,2015-10-14 01:42:38.047
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,1,2015-10-14 03:25:28.517
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",2bdd67351205999e30e3b0cd33cf53a2757f52eb,1,2015-10-14 07:58:48.929
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",07b763e3c87a0431ae9526b4a0e209b41ced4525,1,2015-10-14 06:53:57.755
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,1,2015-10-14 03:37:45.926
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,1,2015-10-14 03:34:51.652
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2,2015-10-14 03:39:47.086
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",07b763e3c87a0431ae9526b4a0e209b41ced4525,1,2015-10-15 14:15:47.251
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",07b763e3c87a0431ae9526b4a0e209b41ced4525,1,2015-10-15 14:19:23.51
"POZJ3uOtEeSoXCIACw4Gzg","0qMnN",493f3d455d1e5d05be1fc59f06abe3cb0c279c60,1,2015-09-23 03:11:08.161
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,2,2015-12-06 11:12:13.338
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2,2015-09-28 06:33:44.74
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,2,2015-10-21 01:55:22.073
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,2,2015-09-23 03:11:49.863
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",986bca2fe7878bb3257d42574003c598a5520d4c,2,2015-09-29 12:09:23.059
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ebb3fa2f8445b64dfc50ac7d56d483d7623d679e,2,2015-09-30 03:28:31.899
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-04 16:31:39.058
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",91dd7407318406e9a71e2b4bac1a67839a9ba942,2,2015-10-21 01:30:49.053
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",1d50373ed16a49e70da2d2a16a9f6a73016ea800,2,2015-09-23 03:37:43.825
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-06 13:05:53.873
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,1,2015-09-23 09:29:53.984
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",fa2abd46c1ff40d55f979154aa83955b903c4ebf,1,2015-09-19 11:57:33.285
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",3ad01530a17bdc5eedf51b3fdaa3e136918bcc19,2,2015-10-14 01:20:45.483
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7b551202bd26e40186d43bd33fbe9335bcb50991,2,2015-10-07 04:03:42.321
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ea7909426d374b1ad881a470b2c319d120a44bdc,2,2015-09-29 15:13:21.511
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2,2015-09-19 12:06:28.244
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2,2015-09-19 12:24:20.664
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2,2015-09-19 12:43:21.339
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,1,2015-09-28 13:37:05.369
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2,2015-09-28 13:42:01.30
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b65548806d4ff91b59d96b8672cef03b51ba7175,2,2015-10-07 02:55:02.082
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,2,2015-09-23 03:52:20.802
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",3147eb062def8be0a40e3934c47e22713126eed3,2,2015-09-27 02:22:36.909
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",44060c1f174b8e40cd7e54c7207c85d146522940,2,2015-09-30 01:58:36.28
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",07b763e3c87a0431ae9526b4a0e209b41ced4525,2,2015-09-28 08:48:30.805
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",fb674ca122b0e9735c682df6095bf82d9f9de041,2,2015-09-30 04:30:42.447
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-04 16:19:01.443
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2,2015-09-29 17:37:18.295
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",0a9d39327da645f6f45d6d9cd858093f838bd74b,1,2015-10-27 14:57:10.389
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2,2015-10-20 15:17:12.143
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-04 16:12:58.141
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2,2015-09-23 04:00:42.271
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2,2015-10-04 06:57:14.002
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",6479fb5cc65feed041715afe467728b3209a489a,2,2015-09-24 14:43:47.076
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2,2015-09-30 08:31:17.987
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",389ef563c67909acdd6190e5fa2613da558453f2,2,2015-09-23 03:10:48.309
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",6479fb5cc65feed041715afe467728b3209a489a,2,2015-09-24 14:51:19.112
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,1,2015-10-04 05:18:44.246
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,1,2015-10-04 06:37:41.012
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,1,2015-10-03 12:29:28.609
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",389ef563c67909acdd6190e5fa2613da558453f2,2,2015-09-30 02:26:24.195
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",91dd7407318406e9a71e2b4bac1a67839a9ba942,2,2015-10-15 12:15:14.326
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,1,2015-10-18 07:04:25.193
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-04 16:20:27.061
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",6479fb5cc65feed041715afe467728b3209a489a,2,2015-09-24 14:42:48.304
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",6479fb5cc65feed041715afe467728b3209a489a,2,2015-09-23 02:42:17.071
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ea7909426d374b1ad881a470b2c319d120a44bdc,1,2015-09-29 14:58:59.258
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2,2015-09-23 04:54:12.333
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",389ef563c67909acdd6190e5fa2613da558453f2,1,2015-09-23 03:06:33.818
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",9e470abba14c8a702f7d54edba390fa8f2cae4d1,2,2015-10-08 03:40:23.392
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-09-29 07:14:59.729
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 14:27:09.911
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,1,2015-10-18 07:05:12.992
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,1,2015-10-03 12:45:43.691
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,1,2015-10-20 13:12:24.901
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 14:26:17.199
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2,2015-10-20 09:53:12.25
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",60790593444c65dbc94c20c7733c4894a399da4a,2,2015-09-29 09:36:32.234
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",1944385aaaed7497783149b0f027ade317a4bdd6,2,2015-09-23 03:09:22.937
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2,2015-09-30 02:00:23.453
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,2,2015-10-20 13:39:40.891
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,2,2015-10-21 02:39:43.313
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-20 14:30:42.188
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b7462916e0d6ec87e63c430c638b47a64b534bb2,2,2015-09-23 03:51:35.78
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,2,2015-12-06 11:12:11.985
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",e798b3c0b9519bb08d72c01462c4f9370eb44693,2,2015-10-06 13:02:17.179
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2,2015-10-01 05:05:36.655
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",07b763e3c87a0431ae9526b4a0e209b41ced4525,1,2015-09-28 08:42:44.008
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2,2015-10-21 02:04:48.088
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7b551202bd26e40186d43bd33fbe9335bcb50991,2,2015-10-07 04:00:08.846
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b65548806d4ff91b59d96b8672cef03b51ba7175,1,2015-10-07 01:36:22.573
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,2,2015-10-04 05:44:58.924
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",b65548806d4ff91b59d96b8672cef03b51ba7175,1,2015-10-01 14:16:03.504
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7b551202bd26e40186d43bd33fbe9335bcb50991,2,2015-10-07 03:39:43.472
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2,2015-09-23 03:47:17.591
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2,2015-09-27 15:09:42.961
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",86ce9191edbed7f93006f20e700abb5344e0e57a,1,2015-10-07 12:23:11.811
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7b551202bd26e40186d43bd33fbe9335bcb50991,2,2015-09-23 03:07:06.642
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7b551202bd26e40186d43bd33fbe9335bcb50991,2,2015-10-07 03:46:59.527
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,2,2015-10-08 05:31:27.353
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",df77e50a622a7aaf8cc2b70d5a4cec81a2a77ca1,2,2015-10-26 15:30:01.364
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",9e470abba14c8a702f7d54edba390fa8f2cae4d1,1,2015-10-08 03:32:11.698
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,2,2015-10-08 05:39:17.684
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",df77e50a622a7aaf8cc2b70d5a4cec81a2a77ca1,2,2015-09-23 03:51:39.937
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,2,2015-10-08 05:45:16.845
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",df77e50a622a7aaf8cc2b70d5a4cec81a2a77ca1,2,2015-10-26 15:30:56.126
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",0a9d39327da645f6f45d6d9cd858093f838bd74b,1,2015-10-27 14:48:05.205
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2,2015-09-28 10:48:30.801
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2,2015-09-27 15:11:58.852
"POZJ3uOtEeSoXCIACw4Gzg","1AWPc",7ee82882332f6a283226aa8882587a0264337c4e,2,2015-10-08 05:45:42.238
