course_id,course_item_id,taiwan_user_id,course_quiz_grade_ts,course_quiz_grade,course_quiz_max_grade
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",7b551202bd26e40186d43bd33fbe9335bcb50991,2015-10-07 08:49:26.926,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2015-09-28 11:57:50.275,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",b35fb6fab5e528b95049af8a9fa949491b835ba7,2015-10-04 12:54:12.752,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2015-10-04 10:07:27.135,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",389ef563c67909acdd6190e5fa2613da558453f2,2015-09-30 03:16:12.595,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2015-09-28 13:23:42.694,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",1d50373ed16a49e70da2d2a16a9f6a73016ea800,2015-09-30 03:05:40.20,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2015-10-04 09:00:44.252,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",1944385aaaed7497783149b0f027ade317a4bdd6,2015-09-23 13:45:38.615,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2015-09-28 14:21:19.146,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",3147eb062def8be0a40e3934c47e22713126eed3,2015-09-27 03:34:27.848,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",ea7909426d374b1ad881a470b2c319d120a44bdc,2015-09-29 17:25:09.387,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,2015-09-29 16:45:54.306,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2015-09-30 04:11:52.147,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",60790593444c65dbc94c20c7733c4894a399da4a,2015-09-29 13:22:21.834,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",986bca2fe7878bb3257d42574003c598a5520d4c,2015-09-29 12:17:45.286,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",6479fb5cc65feed041715afe467728b3209a489a,2015-09-24 14:55:19.811,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2015-09-29 17:42:21.711,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",e798b3c0b9519bb08d72c01462c4f9370eb44693,2015-10-06 13:31:36.252,2,2
"POZJ3uOtEeSoXCIACw4Gzg","RfSxV",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,2015-09-29 07:59:57.893,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2015-09-29 05:48:33.907,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",fb674ca122b0e9735c682df6095bf82d9f9de041,2015-10-18 14:35:46.177,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2015-10-16 03:27:20.124,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",7b551202bd26e40186d43bd33fbe9335bcb50991,2015-10-17 16:04:15.648,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2015-10-14 03:25:59.763,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",b35fb6fab5e528b95049af8a9fa949491b835ba7,2015-10-18 07:01:16.047,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",44060c1f174b8e40cd7e54c7207c85d146522940,2015-10-14 03:21:36.416,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2015-10-18 10:22:54,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",389ef563c67909acdd6190e5fa2613da558453f2,2015-10-18 15:34:44.347,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2015-09-29 17:03:47.589,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2015-10-18 10:19:29.49,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,2015-10-05 10:21:24.771,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2015-09-30 16:24:35.614,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",3147eb062def8be0a40e3934c47e22713126eed3,2015-10-09 02:45:17.465,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",b7462916e0d6ec87e63c430c638b47a64b534bb2,2015-10-01 14:21:33.95,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",ea7909426d374b1ad881a470b2c319d120a44bdc,2015-10-15 15:35:34.136,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,2015-10-11 15:32:12.241,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2015-10-04 16:49:55.332,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",60790593444c65dbc94c20c7733c4894a399da4a,2015-10-09 10:43:21.793,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",986bca2fe7878bb3257d42574003c598a5520d4c,2015-10-08 03:50:34.111,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",6479fb5cc65feed041715afe467728b3209a489a,2015-09-30 03:17:43.083,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",493f3d455d1e5d05be1fc59f06abe3cb0c279c60,2015-09-30 08:12:48.724,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2015-10-05 02:54:22.285,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",e798b3c0b9519bb08d72c01462c4f9370eb44693,2015-10-07 15:57:06.151,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",07b763e3c87a0431ae9526b4a0e209b41ced4525,2015-10-11 13:52:54.131,2,2
"POZJ3uOtEeSoXCIACw4Gzg","dUT2M",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,2015-10-01 14:09:06.987,2,2
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2015-10-14 01:32:44.348,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",fb674ca122b0e9735c682df6095bf82d9f9de041,2015-10-22 17:13:25.503,17,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",86ce9191edbed7f93006f20e700abb5344e0e57a,2015-12-07 16:34:07.244,17,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2015-10-20 15:19:53.519,17,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",7b551202bd26e40186d43bd33fbe9335bcb50991,2015-10-21 01:43:05.837,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2015-10-18 07:17:50.987,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",b35fb6fab5e528b95049af8a9fa949491b835ba7,2015-10-18 10:07:34.273,16,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",44060c1f174b8e40cd7e54c7207c85d146522940,2016-01-05 02:50:45.301,16,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2015-10-31 07:58:08.615,18,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",389ef563c67909acdd6190e5fa2613da558453f2,2015-11-03 11:26:48.433,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2015-10-06 14:10:34.003,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",1d50373ed16a49e70da2d2a16a9f6a73016ea800,2015-11-04 03:07:14.835,16,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2015-10-18 11:49:44.929,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2015-10-17 05:28:18.64,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,2015-10-12 04:23:06.261,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",b65548806d4ff91b59d96b8672cef03b51ba7175,2015-10-20 14:47:13.848,18,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",1944385aaaed7497783149b0f027ade317a4bdd6,2015-10-30 16:55:52.732,16,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2015-10-20 17:10:43.643,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2015-10-14 15:26:04.428,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",3147eb062def8be0a40e3934c47e22713126eed3,2015-10-18 02:58:21.139,18,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",b7462916e0d6ec87e63c430c638b47a64b534bb2,2015-10-07 04:09:11.752,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",ea7909426d374b1ad881a470b2c319d120a44bdc,2015-10-20 17:12:39.873,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,2015-10-28 03:54:58.544,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2015-10-14 08:52:03.149,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",60790593444c65dbc94c20c7733c4894a399da4a,2015-10-12 16:54:25.76,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",986bca2fe7878bb3257d42574003c598a5520d4c,2015-11-03 14:37:41.262,17,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",6479fb5cc65feed041715afe467728b3209a489a,2015-10-09 12:46:25.804,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",9e470abba14c8a702f7d54edba390fa8f2cae4d1,2015-11-24 03:19:07.237,17,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2015-10-19 15:06:01.647,18,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",ebb3fa2f8445b64dfc50ac7d56d483d7623d679e,2015-10-20 17:18:20.983,19,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",3ad01530a17bdc5eedf51b3fdaa3e136918bcc19,2015-12-08 19:37:38.945,17,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2015-10-08 15:31:33.157,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",e798b3c0b9519bb08d72c01462c4f9370eb44693,2015-10-14 02:44:21.324,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",07b763e3c87a0431ae9526b4a0e209b41ced4525,2015-10-15 15:10:42.422,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,2015-10-07 02:13:29.614,20,20
"POZJ3uOtEeSoXCIACw4Gzg","fGSCT",7ee82882332f6a283226aa8882587a0264337c4e,2015-11-03 10:52:22.048,16,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2015-09-20 06:34:45.367,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",fb674ca122b0e9735c682df6095bf82d9f9de041,2015-09-30 04:56:08.688,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",86ce9191edbed7f93006f20e700abb5344e0e57a,2015-12-06 11:12:19.724,16,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",df77e50a622a7aaf8cc2b70d5a4cec81a2a77ca1,2015-09-23 08:06:13.269,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2015-10-20 14:41:59.69,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",7b551202bd26e40186d43bd33fbe9335bcb50991,2015-10-07 03:49:12.802,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2015-09-29 14:30:35.477,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",b35fb6fab5e528b95049af8a9fa949491b835ba7,2015-09-29 04:07:22.098,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",44060c1f174b8e40cd7e54c7207c85d146522940,2015-09-30 02:20:36.663,18,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2015-10-04 07:26:19.082,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",389ef563c67909acdd6190e5fa2613da558453f2,2015-09-23 03:34:35.632,18,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2015-09-30 01:15:32.237,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",1d50373ed16a49e70da2d2a16a9f6a73016ea800,2015-09-28 02:33:37.046,18,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2015-09-27 15:55:39.134,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2015-09-23 05:10:09.378,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,2015-09-29 03:34:16.862,18,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",b65548806d4ff91b59d96b8672cef03b51ba7175,2015-10-07 03:31:23.76,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",1944385aaaed7497783149b0f027ade317a4bdd6,2015-10-18 17:01:28.257,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2015-10-20 14:32:38.588,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",91dd7407318406e9a71e2b4bac1a67839a9ba942,2015-12-09 12:57:39.67,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2015-09-28 14:39:00.074,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",3147eb062def8be0a40e3934c47e22713126eed3,2015-09-27 03:20:25.282,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",b7462916e0d6ec87e63c430c638b47a64b534bb2,2015-09-25 13:54:14.989,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",ea7909426d374b1ad881a470b2c319d120a44bdc,2015-09-29 15:39:08.296,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",04bdd9ad9db1bd50c6738902f2f36619495b1dc0,2015-10-20 16:12:30.297,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",2bdd67351205999e30e3b0cd33cf53a2757f52eb,2015-09-30 02:39:26.297,18,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",60790593444c65dbc94c20c7733c4894a399da4a,2015-10-11 06:28:23.353,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",986bca2fe7878bb3257d42574003c598a5520d4c,2015-09-29 11:19:46.353,18,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",6479fb5cc65feed041715afe467728b3209a489a,2015-09-24 08:34:15.437,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",9e470abba14c8a702f7d54edba390fa8f2cae4d1,2015-10-12 09:41:55.782,17,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",03ce38e9f6066ef04d55f81594fc72bbe5c4b7a3,2015-11-17 07:46:56.751,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",ebb3fa2f8445b64dfc50ac7d56d483d7623d679e,2015-10-07 04:37:30.749,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",3ad01530a17bdc5eedf51b3fdaa3e136918bcc19,2015-10-14 02:59:10.527,19,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",493f3d455d1e5d05be1fc59f06abe3cb0c279c60,2015-09-30 08:16:25.768,12,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",b1281b5b3d3ac98ee7ed6655fb26929b858f1946,2015-09-29 17:39:52.243,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",e798b3c0b9519bb08d72c01462c4f9370eb44693,2015-10-04 16:32:21.592,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",07b763e3c87a0431ae9526b4a0e209b41ced4525,2015-10-07 01:16:49.196,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",b4a7f5d77c38c585a7015c9d9871c37dcca9039a,2015-09-28 12:23:25.128,20,20
"POZJ3uOtEeSoXCIACw4Gzg","gX8vK",7ee82882332f6a283226aa8882587a0264337c4e,2015-10-04 06:25:06.326,20,20
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",fa2abd46c1ff40d55f979154aa83955b903c4ebf,2015-10-20 02:51:30.98,19,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",fb674ca122b0e9735c682df6095bf82d9f9de041,2015-11-02 17:19:36.353,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",86ce9191edbed7f93006f20e700abb5344e0e57a,2015-12-07 16:27:11.749,17,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",5e48135612fcb7dc1e643227adfcc3db3a35c2b3,2015-11-18 01:17:37.361,19,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",7b551202bd26e40186d43bd33fbe9335bcb50991,2015-11-14 16:02:18.954,20,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",1e8928de9ebce03c8e073b95f53e0e0a336b3901,2015-10-28 13:31:53.176,21,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",44060c1f174b8e40cd7e54c7207c85d146522940,2016-01-05 04:24:25.664,16,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",f67ea5af0aadc39af7d2ca6b9dac4b01accb0796,2015-11-25 04:03:30.215,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",389ef563c67909acdd6190e5fa2613da558453f2,2015-10-28 03:12:11.077,21,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",fa575a879fe61bb1a5de499ad1b96eb0d80a335b,2015-10-14 02:10:18.888,20,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",1d50373ed16a49e70da2d2a16a9f6a73016ea800,2015-10-28 03:45:05.569,20,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",cd40b9ca5f5d0cc8bd5c6181dcc26534232de031,2015-10-21 03:13:55.008,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",b6c1e75679b8dc02a0f53194beaa2b14dccd78eb,2015-10-24 07:39:22.127,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",ba6d61eccdb05252c1a01c3390bd9dce189d8b00,2015-10-20 14:38:04.587,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",b65548806d4ff91b59d96b8672cef03b51ba7175,2015-10-20 15:55:07.194,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",1944385aaaed7497783149b0f027ade317a4bdd6,2015-10-30 17:06:48.838,20,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",ff634d6f3149b2104d9d9e1c228a755f419c8f92,2015-10-20 14:09:40.769,18,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",1fb67d93a75971943c3ac4f97e8d2aab38a6b179,2015-10-21 03:02:30.588,19,21
"POZJ3uOtEeSoXCIACw4Gzg","loU2f",3147eb062def8be0a40e3934c47e22713126eed3,2015-10-18 06:28:11.127,19,21
