course_id,course_slug,course_name,course_launch_ts,course_update_ts,course_deleted,course_graded,course_desc,course_restricted,course_verification_enabled_at_ts,primary_translation_equivalent_course_id,course_preenrollment_ts,course_workload,course_session_enabled_ts
"POZJ3uOtEeSoXCIACw4Gzg","2d-cad","工程圖學 2D CAD",2015-06-15 18:54:28.188,2016-03-22 14:46:52.838,f,t,"工程圖學在教什麼？這門課有的重要性為何? 對我的專業有什麼幫助?沒有工程背景的人也可以學習工程圖學嗎？我不是工程師，學習工程圖學對我的生活有幫助嗎？\\n這門課是CAD/BIM技術與應用專項課程的第一門課，與其他三門課「工程圖學2D專題」、「工程圖學3D」，及「工程圖學3D專題」，作為工程圖學及電腦繪圖的入門課程，你將在這門課會學到各種繪圖的原理與方法，以及AutoCAD電腦繪圖技術，並在相關的作業練習中，逐漸熟練這些基本技術。\\n工程製圖的應用無所不在，最主要的目的就是利用圖像來描述物體的形貌與功能，作為保存與傳遞想法的工具。繪圖一點也不難，無論你從事什麼工作，來自什麼背景，只要你具備中學程度的基本幾何和三角函數概念，就可以在這裡從頭開始，學會工程圖學！你會驚訝的發現，當繪圖融入你的生活時帶來的趣味與方便！",f,2015-06-15 18:54:28.18,,,"",2016-03-21 18:39:11.983
