discussion_forum_id,course_id,discussion_forum_title,discussion_forum_description,discussion_forum_order
"cH5ZNhV6EeWd3iIAC7VAtA","POZJ3uOtEeSoXCIACw4Gzg","Mentor Forum","本论坛为助教、老师等工作人员的内部讨论区。",0
