course_id,feedback_system,taiwan_feedback_user_id,feedback_category,feedback_text,feedback_ts
"POZJ3uOtEeSoXCIACw4Gzg","STAR",0622c1ce04faaea5cc25c8485c07913b27ee8726,"generic","<co-content></co-content>",2015-09-13 06:10:53.316
"POZJ3uOtEeSoXCIACw4Gzg","STAR",e7dc1a14e0cd54e65d44a34ff0c81da410b85c2d,"generic","<co-content></co-content>",2015-09-14 22:43:27.013
"POZJ3uOtEeSoXCIACw4Gzg","STAR",b4333abed7839e0c54bc2aed1dc688e9641d950d,"generic","<co-content></co-content>",2016-01-06 07:37:05.961
"POZJ3uOtEeSoXCIACw4Gzg","STAR",c87775fafadae4220bf971b295359265f37cf157,"generic","<co-content></co-content>",2016-01-05 11:29:04.257
"POZJ3uOtEeSoXCIACw4Gzg","NPS_FIRST_WEEK",e49ca632ffb8fb901cd9c3da924be4d88a50f251,"NPS_REASON","<co-content></co-content>",2016-03-30 20:43:04.875
"POZJ3uOtEeSoXCIACw4Gzg","STAR",9cf35dc8a596c2195d6f204b384d6dcd24c8b99c,"generic","<co-content><text>Good quality. </text></co-content>",2015-10-10 15:20:12.159
"POZJ3uOtEeSoXCIACw4Gzg","NPS_FIRST_WEEK",b89b819231bc0b7390f11cac099463c98f11cb15,"NPS_REASON","<co-content><text>知识的学习！</text></co-content>",2016-04-05 23:40:21.124
"POZJ3uOtEeSoXCIACw4Gzg","STAR",70638f20fc1f98e0e653416707374ec26ce02665,"generic","<co-content></co-content>",2015-09-21 08:06:50.16
"POZJ3uOtEeSoXCIACw4Gzg","STAR",5e2257084ca29b73a45964b307c6c941db138541,"generic","<co-content></co-content>",2015-08-20 19:08:58.658
"POZJ3uOtEeSoXCIACw4Gzg","NPS_FIRST_WEEK",4154d50b88f6eb3ac0912878ac2450135cea49dc,"NPS_REASON","<co-content><text>课程的好坏</text></co-content>",2016-04-06 14:04:25.959
"POZJ3uOtEeSoXCIACw4Gzg","STAR",70237c3baf932f19779a621b07a6f273858d2933,"generic","<co-content></co-content>",2015-10-19 00:11:45.158
"POZJ3uOtEeSoXCIACw4Gzg","STAR",9cd3423ed699317427c3e33a0ceccbc9c8297786,"generic","<co-content><text /><text>非常好的课程</text></co-content>",2016-04-06 09:24:28.668
"POZJ3uOtEeSoXCIACw4Gzg","STAR",4e9c2dff58087bb01c8cded029ce472114cd5568,"generic","<co-content><text>老师非常认真也很nice,非常期待后面的课程。</text></co-content>",2016-04-04 08:02:26.351
"POZJ3uOtEeSoXCIACw4Gzg","STAR",290b5b2db120a4cbc8dfdd669aa6570e5666f90e,"generic","<co-content></co-content>",2015-09-28 11:10:20.327
"POZJ3uOtEeSoXCIACw4Gzg","STAR",0f069774b89289a7982b3b59a0de6a5c596821a6,"generic","<co-content></co-content>",2015-09-17 06:32:57.365
"POZJ3uOtEeSoXCIACw4Gzg","STAR",dd3baebe69d703595b3721fbe2c0848a2db78b3b,"generic","<co-content></co-content>",2015-10-15 04:32:15.168
"POZJ3uOtEeSoXCIACw4Gzg","STAR",a52bba9d20792d6ef0503b10f493482d5d578700,"generic","<co-content><text>讲课内容浅显易懂，图例也生动有趣，没有基础的同学也能很好地理解CAD的基础知识。</text></co-content>",2016-03-22 00:34:17.958
"POZJ3uOtEeSoXCIACw4Gzg","NPS_FIRST_WEEK",68eb32db3c0379901c57cb6d0a001751d026d4b0,"NPS_REASON","<co-content><text>还没开始学</text></co-content>",2016-03-28 15:41:01.731
"POZJ3uOtEeSoXCIACw4Gzg","NPS_FIRST_WEEK",bfbd9ef0c2da800cc56a1ff1e09b10d743391156,"NPS_REASON","<co-content></co-content>",2016-03-16 07:53:52.127
"POZJ3uOtEeSoXCIACw4Gzg","STAR",d6e6f9f8a2092b149bd7ade07e6881f63b6a3dcf,"generic","<co-content></co-content>",2015-12-11 11:34:50.216
"POZJ3uOtEeSoXCIACw4Gzg","STAR",232848d61ab8387f93d15c0c615e2643d17c7cfc,"generic","<co-content></co-content>",2015-12-17 05:37:49.268
"POZJ3uOtEeSoXCIACw4Gzg","STAR",00d6cf1a7e5c3f54e8720afa7cf10bc43d9fdbd7,"generic","<co-content></co-content>",2016-01-20 06:44:49.796
"POZJ3uOtEeSoXCIACw4Gzg","STAR",d69197c88b6f9d09c2f5c18556e0dc23f2c4f084,"generic","<co-content></co-content>",2015-09-12 08:19:26.991
"POZJ3uOtEeSoXCIACw4Gzg","STAR",28ef9f4265e1776a790a22ca430b7e8d7bcb9c68,"generic","<co-content></co-content>",2015-08-15 04:09:30.067
"POZJ3uOtEeSoXCIACw4Gzg","STAR",3d164e54abeba2e398be37ecb1654b32e2308fb0,"generic","<co-content></co-content>",2015-10-17 09:52:24.094
