taiwan_discussions_user_id,course_id,discussion_question_id,discussion_question_following_active,discussion_question_following_ts
19cf6e5c978d57422143dc4eb6f4ddd7782eec16,"POZJ3uOtEeSoXCIACw4Gzg","8EGVKxYsEeWYoCIAC5MBcw",t,2015-06-19 10:17:21.579
fe46a6917118fdb2e87021966e7db9918ee3cb26,"POZJ3uOtEeSoXCIACw4Gzg","8EGVKxYsEeWYoCIAC5MBcw",t,2015-06-24 06:34:58.651
b13caf504abde2faae67cdbf0ac222e7d321af56,"POZJ3uOtEeSoXCIACw4Gzg","VYVowSU8EeW_lSIAC0kOqg",t,2015-07-08 06:41:16.797
66fc3c9d6c970faffe2fcd5da876b5935ebab641,"POZJ3uOtEeSoXCIACw4Gzg","VYVowSU8EeW_lSIAC0kOqg",t,2015-08-01 03:31:17.494
c4f78f0ea44d65b4b00eb1a789b78278d0b96724,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-09-10 03:14:30.846
4d420435417052450f9f8bc2d7a665f2e4554897,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-08-14 01:42:37.731
6984ab2209f80a79ab89678418d2bb1928178616,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-09-16 09:50:03.793
e96af26b9a243ac95381b5913cb5bff5f0474fbc,"POZJ3uOtEeSoXCIACw4Gzg","YpnBOJy3EeWw3Q42UmLfBQ",t,2015-12-07 07:51:55.217
1d5dec4cec413c1abfb3ff3f8f5cb25094074bf8,"POZJ3uOtEeSoXCIACw4Gzg","lAuCN0erEeW0UA4hZsSjlQ",t,2015-08-21 02:23:15.374
887109e225473b12f2bfb3ab0618c6656bcb3fa1,"POZJ3uOtEeSoXCIACw4Gzg","lAuCN0erEeW0UA4hZsSjlQ",t,2016-03-19 08:24:18.658
746c5424b5a458af08b09047be7afb880034219e,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-10-24 02:57:05.734
c59d9ed4b0a58a7b682380f2fe4e8f233a7056e9,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-08-07 07:16:12.641
af574a2b84ebc73047a9cd2db579fde44d148596,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-09-18 02:13:40.758
9200de2d5414d98ec4cfb00ae7530f2c279ab2b0,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-09-16 15:41:53.213
ecbf2032beb17bdf1de1e5a194b7d917691d4c3f,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-10-17 07:20:32.989
d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","LyIsUjzUEeW2ASIACxeTpg",t,2015-08-08 10:16:17.291
3461d20e40dc1c0615abfc18400d046de0f4774e,"POZJ3uOtEeSoXCIACw4Gzg","YpnBOJy3EeWw3Q42UmLfBQ",t,2016-01-17 02:07:09.89
a8ff600c540be5cb866fc839cac4ef83cb89bfd7,"POZJ3uOtEeSoXCIACw4Gzg","jnnrPBmeEeWmISIAC9QOog",t,2015-06-24 06:57:11.688
5b480b3db2da4decfab3e2e9d014ca09705da3ef,"POZJ3uOtEeSoXCIACw4Gzg","jnnrPBmeEeWmISIAC9QOog",t,2015-06-23 14:34:36.247
5b480b3db2da4decfab3e2e9d014ca09705da3ef,"POZJ3uOtEeSoXCIACw4Gzg","jnnrPBmeEeWmISIAC9QOog",f,2015-06-23 14:34:30.771
5b480b3db2da4decfab3e2e9d014ca09705da3ef,"POZJ3uOtEeSoXCIACw4Gzg","jnnrPBmeEeWmISIAC9QOog",t,2015-06-23 11:54:09.081
191552683106db31543b7c0b349f91274832720c,"POZJ3uOtEeSoXCIACw4Gzg","Jq4KgVbOEeWlfw4wZhJSZw",t,2015-09-10 08:11:09.667
f409f5cc06ae85fb98c5e80fe1f02fa2f31c982a,"POZJ3uOtEeSoXCIACw4Gzg","Jq4KgVbOEeWlfw4wZhJSZw",t,2015-09-09 08:38:31.715
1283f0eb5502a82c44cf367f45063b58165dbc7a,"POZJ3uOtEeSoXCIACw4Gzg","ScvG9EoYEeWbVQrsfyQbuw",t,2015-08-24 04:26:28.274
c67b6f06c8d48d3c01c937b301948912950ed533,"POZJ3uOtEeSoXCIACw4Gzg","33sjv0MoEeWxOxIbgUSIFQ",t,2015-08-23 13:24:06.685
f123f7f8c241cdc1cdbf45f4cdd7458acb6d80d8,"POZJ3uOtEeSoXCIACw4Gzg","33sjv0MoEeWxOxIbgUSIFQ",t,2015-11-20 16:55:43.244
14c2b1a048786f53a9a03dcf54808b4369943a07,"POZJ3uOtEeSoXCIACw4Gzg","33sjv0MoEeWxOxIbgUSIFQ",t,2015-08-15 08:37:33.231
38e0a19a7669e352dbc260c883e3ae91e47e1692,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-09-22 10:37:27.755
13a78647c7f043a45742efa385e9c2259f1c59fc,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-08-05 06:44:27.554
ef49cc71159182d244c62c9fab3c32e75209d55c,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-09-22 02:55:52.017
f84a4ef5c5d14b244e5197674421a29edaf395eb,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-07-30 02:00:09.099
39b7ea5da618148f9e3fdfa53f63c3112703c681,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-08-20 03:00:08.757
39b7ea5da618148f9e3fdfa53f63c3112703c681,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",f,2015-08-20 03:00:11.123
bdeabec8794c1d554eedf11be3fe97d940a83ee4,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-08-09 14:30:01.484
0809d767401829c24bc945749d5b6d2226d2f27a,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-11-13 15:27:39.67
ebfe726df48b562f2c9e368bbd1b9b8c543decb0,"POZJ3uOtEeSoXCIACw4Gzg","zcsNVTLUEeWNVyIAC0uErA",t,2015-07-25 13:55:27.211
d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","U95kzUjMEeWxHxIGetKceQ",t,2015-08-23 12:06:47.821
6e0f1bce73e13fc2ba79bfe021706f9b5d545818,"POZJ3uOtEeSoXCIACw4Gzg","U95kzUjMEeWxHxIGetKceQ",t,2015-08-27 02:11:57.599
6e9f2f9b0b81bbc258fc6a62d1cb1b7ce618b801,"POZJ3uOtEeSoXCIACw4Gzg","U95kzUjMEeWxHxIGetKceQ",t,2015-08-22 12:50:12.261
754be615cc45d802e712cb69f615927414de6aef,"POZJ3uOtEeSoXCIACw4Gzg","5WKarGTeEeW1ShIhri4C5Q",t,2015-11-07 09:32:38.937
fb8b2bef7cc9630da94f985a150fe2dabbae92f0,"POZJ3uOtEeSoXCIACw4Gzg","88Asf8daEeWQeBKXzVfQFQ",t,2016-01-30 14:08:35.537
df143648eb841cb2cb0e20123d5d87abf2af8ddc,"POZJ3uOtEeSoXCIACw4Gzg","5WKarGTeEeW1ShIhri4C5Q",t,2015-09-27 06:13:39.887
19ee1e72d537df1d317ee37920669e36bb840b49,"POZJ3uOtEeSoXCIACw4Gzg","5WKarGTeEeW1ShIhri4C5Q",t,2015-12-12 14:35:57.054
5a51df8ed2cd7caf59fa0fcd72cd1e213c044167,"POZJ3uOtEeSoXCIACw4Gzg","Mu3c4yTDEeWYoCIAC5MBcw",t,2015-07-07 16:14:09.665
496dc708cfc3cc34aeb838427cbc6046cce48a45,"POZJ3uOtEeSoXCIACw4Gzg","Nv0buROvEeWmISIAC9QOog",t,2015-06-15 23:15:21.025
ca7c6775869c10c4db606428bdff5eae26eba2e7,"POZJ3uOtEeSoXCIACw4Gzg","Nv0buROvEeWmISIAC9QOog",t,2015-06-15 22:38:16.79
c4f78f0ea44d65b4b00eb1a789b78278d0b96724,"POZJ3uOtEeSoXCIACw4Gzg","7kkQsRuZEeWYoCIAC5MBcw",t,2015-06-26 00:26:04.671
adb2b8500d20558357e419aa4eff47c50bd1a471,"POZJ3uOtEeSoXCIACw4Gzg","7kkQsRuZEeWYoCIAC5MBcw",t,2015-06-29 09:11:34.057
4997094470415c0801b7ea09960a1cb95a161413,"POZJ3uOtEeSoXCIACw4Gzg","7kkQsRuZEeWYoCIAC5MBcw",t,2015-06-26 03:17:27.682
99dd76bd02d512f875019966b3a3d9ca31e0b899,"POZJ3uOtEeSoXCIACw4Gzg","rOlCKzTeEeWj5iIACwIAYw",t,2015-07-28 04:11:09.333
d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","rOlCKzTeEeWj5iIACwIAYw",t,2015-07-29 14:38:18.922
